VC,PIR,Run,Throughput_flits_cycle_IP,Delay_cycles,Energy_J,Wireless_Utilization
12,0.10,4,0.0394553,4826.53,0.00094001,0.269129
12,0.10,5,0.0413637,4873.37,0.000940945,0.274304
12,0.10,6,0.0416098,4787.95,0.000940984,0.274745
12,0.10,7,0.0410013,4908.98,0.000940399,0.262815
12,0.10,8,0.0412049,4914.65,0.000940548,0.265379
12,0.10,9,0.039,4798.9,0.000940334,0.286349
12,0.10,10,0.0410152,4944.91,0.000940573,0.267374
16,0.01,1,0.0399714,2464.46,0.00124617,0.264255
16,0.01,2,0.0397756,2504.81,0.00124646,0.276879
16,0.01,3,0.0396007,2468.76,0.00124611,0.268037
16,0.01,4,0.0412895,2499.97,0.00124661,0.263938
16,0.01,5,0.0418134,2429.38,0.001247,0.270972
16,0.01,6,0.0398563,2440.22,0.00124636,0.271652
16,0.01,7,0.0398819,2433.93,0.00124614,0.26758
16,0.01,8,0.0404444,2271.58,0.00124669,0.275849
16,0.01,9,0.0395022,2424.8,0.00124633,0.275688
16,0.01,10,0.0403147,2490.61,0.00124641,0.26882
16,0.02,1,0.0422287,3628.18,0.00124713,0.270771
16,0.02,2,0.0409206,3567.21,0.00124652,0.266153
16,0.02,3,0.0415391,3585.88,0.00124671,0.264416
16,0.02,4,0.0410343,3552.45,0.00124638,0.257607
16,0.02,5,0.0409735,3663.86,0.00124673,0.270343
16,0.02,6,0.0427747,3598.1,0.00124719,0.26444
16,0.02,7,0.0410469,3831.17,0.00124667,0.266454
16,0.02,8,0.0403446,3518.12,0.00124639,0.269638
16,0.02,9,0.0431545,3643.19,0.00124717,0.258763
16,0.02,10,0.041944,3489.72,0.00124679,0.262363
16,0.03,1,0.0407526,4039.41,0.00124651,0.264857
16,0.03,2,0.0417287,4038.66,0.00124678,0.263774
16,0.03,3,0.0428537,4116.96,0.00124711,0.26171
16,0.03,4,0.0394523,4064.12,0.00124601,0.263529
16,0.03,5,0.0435113,4120.07,0.00124731,0.261655
16,0.03,6,0.044947,4160.41,0.00124769,0.256784
16,0.03,7,0.0430343,4030.66,0.00124771,0.274503
16,0.03,8,0.0427973,4042.77,0.00124692,0.256954
16,0.03,9,0.043,4165.52,0.00124751,0.269812
16,0.03,10,0.0413945,4102.76,0.00124675,0.266743
16,0.04,1,0.0424527,4351.08,0.00124717,0.267532
16,0.04,2,0.0408312,4200.23,0.00124654,0.266315
16,0.04,3,0.0421988,4360.86,0.00124719,0.269824
16,0.04,4,0.0421376,4369.79,0.0012469,0.261037
16,0.04,5,0.0433407,4372.15,0.00124718,0.257188
16,0.04,6,0.0401228,4385.72,0.00124631,0.266318
16,0.04,7,0.0433767,4336.59,0.00124753,0.268798
16,0.04,8,0.0414162,4311.34,0.00124678,0.267427
16,0.04,9,0.0409062,4221.23,0.00124672,0.270184
16,0.04,10,0.0409748,4402.96,0.00124669,0.266888
16,0.05,1,0.0395495,4438.51,0.0012463,0.271385
16,0.05,2,0.0419661,4512.72,0.00124743,0.279915
16,0.05,3,0.0396641,4347.83,0.00124602,0.262788
16,0.05,4,0.0405091,4457.74,0.00124659,0.269794
16,0.05,5,0.0415069,4637.92,0.00124661,0.259325
16,0.05,6,0.0405013,4478.35,0.00124648,0.266718
16,0.05,7,0.0417174,4541.66,0.00124708,0.270294
16,0.05,8,0.0424913,4405.24,0.00124717,0.268142
16,0.05,9,0.041724,4407.33,0.00124671,0.260383
16,0.05,10,0.0425156,4507.14,0.00124736,0.272098
16,0.06,1,0.0425508,4601.53,0.00124703,0.262269
16,0.06,2,0.0425911,4587.58,0.00124703,0.262406
16,0.06,3,0.0409184,4643.42,0.00124634,0.259559
16,0.06,4,0.0429097,4624.79,0.00124728,0.263621
16,0.06,5,0.0417409,4525.33,0.00124675,0.260979
